Family - Full Name,Start Date,Collectors - Last Name,Latitude1,Longitude1,Country - Full Name,State - Full Name,County - Full Name,Locality,Zoogeography - Full Name,Unique Identifier
Formicidae,24/08/1999,J. K. Liebherr and C. P. Ewing,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000001305
Formicidae,24/08/1999,J. K. Liebherr and C. P. Ewing,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007424
Formicidae,24/08/1999,J. K. Liebherr and C. P. Ewing,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007425
Formicidae,24/08/1999,J. K. Liebherr and C. P. Ewing,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000001298
Formicidae,24/08/1999,J. K. Liebherr and C. P. Ewing,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000007351
Formicidae,24/08/1999,J. K. Liebherr/C. P. Ewing,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007893
Formicidae,24/08/1999,J. K. Liebherr/C. P. Ewing,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007894
Formicidae,24/08/1999,J. K. Liebherr/C. P. Ewing,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007896
Formicidae,24/08/1999,J. K. Liebherr/C. P. Ewing,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007910
Formicidae,24/08/1999,J. K. Liebherr/C. P. Ewing,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007911
Formicidae,24/08/1999,J.K. Liebherr/C.P. Ewing,42.3833333330,76.5633333330,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve,Nearctic,CUIC000009523
Formicidae,24/08/2001,G. Svenson,,,Australia,State of Queensland,,Whitsunday Island,Australasian,CUIC000069082
Formicidae,24/08/2009,C. S. Moreau,24.6905000000,-81.3700000000,United States,Florida,Monroe County,"Big Pine Key, Watson Blvd. at Key Deer Blvd",Nearctic,CUIC000114365
Formicidae,24/08/2009,Corrie S. Moreau,24.7266666667,-81.3875000000,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009188
Formicidae,24/08/2009,Corrie Saux Moreau,24.6833330000,-81.3700000000,United States,Florida,Monroe County,"Big Pine Key, Watson Blvd. at Key Deer Blvd",Nearctic,CUIC000114170
Formicidae,24/08/2009,Corrie Saux Moreau,24.6833330000,-81.3700000000,United States,Florida,Monroe County,"Big Pine Key, Watson Blvd. at Key Deer Blvd",Nearctic,CUIC000114171
Formicidae,24/08/2009,Corrie Saux Moreau,24.6905000000,-81.3700000000,United States,Florida,Monroe County,"Big Pine Key, Watson Blvd. at Key Deer Blvd",Nearctic,CUIC000001353
Formicidae,24/08/2009,Corrie Saux Moreau,24.6905000000,-81.3700000000,United States,Florida,Monroe County,"Big Pine Key, Watson Blvd. at Key Deer Blvd",Nearctic,CUIC000011212
Formicidae,24/08/2009,Corrie Saux Moreau,24.6905000000,-81.3700000000,United States,Florida,Monroe County,"Big Pine Key, Watson Blvd. at Key Deer Blvd",Nearctic,CUIC000011213
Formicidae,24/08/2009,Corrie Saux Moreau,24.7103300000,-81.3828300000,United States,Florida,Monroe County,"Big Pine Key, Watson Road 3.0mi from Highway 1",Nearctic,CUIC000001389
Formicidae,24/08/2009,Corrie Saux Moreau,24.7266666667,-81.3875000000,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009189
Formicidae,24/08/2009,Corrie Saux Moreau,24.7266666667,-81.3875000000,United States,Florida,Monroe County,Big Pine Key,Nearctic,CUIC000009190
Formicidae,24/08/2010,Corrie Saux Moreau,4.9631000000,117.8028000000,Malaysia,Borneo,Sabah,Danum Valley Field Centre,Indomalayan,CUIC000011166
Formicidae,24/08/2010,Corrie Saux Moreau,4.9631000000,117.8028000000,Malaysia,Borneo,Sabah,Danum Valley Field Centre,Indomalayan,CUIC000011167
Formicidae,24/09/1962,W. L. Brown,-2.7000000000,-59.8000000000,Brazil,Amazonas,Manaus,Manaus to Itacoatiara Rd. Km. 49 M-65,Neotropical,CUIC000002104
Formicidae,24/09/2001,G. Svenson,-32.1818000000,150.8179000000,Australia,Queensland,Brisbane,Vicinity of Brisbane,Australasian,CUIC000008614
Formicidae,24/10/1919,,,,Brazil,Rio de Janeiro,,"Petropolis, Rio de Janeiro",Neotropical,CUIC000006635
Formicidae,24/10/1919,,-22.5090000000,-43.1790260000,Brazil,Rio de Janeiro,,Petropolis,Neotropical,CUIC000008090
Formicidae,24/10/1919,,-22.5090000000,-43.1790260000,Brazil,Rio de Janeiro,,Petropolis,Neotropical,CUIC000008410
Formicidae,24/10/1938,,,,,,,Los canales,Neotropical,CUIC000009001
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115363
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115367
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115375
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115376
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115377
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115378
Formicidae,24/12/1963,J. B. Williams,26.1416700000,-81.7950000000,United States,Florida,Collier County,Naples,Nearctic,CUIC000115379
Formicidae,24/12/2007,C. S. Moreau,-17.2160000000,145.5426500000,Australia,State of Queensland,Tablelands,"Kairi, T. P. Johnson Park",Australasian,CUIC000116327
Formicidae,24/12/2018,S.Y. Wang,25.9563888889,-97.5419444444,United States,Texas,Cameron Co.,Monte Bella Trails Park,Nearctic,CUIC000009354
Formicidae,24/12/2018,S.Y. Wang,25.9563888889,-97.5419444444,United States,Texas,Cameron County,Monte Bella Trails Park,Nearctic,CUIC000009180
Formicidae,25/02/1949,J.C. Bradley and J.R. Leigh,,,South Africa,KwaZulu-Natal,Umfolozi District,Mposa,Afrotropical,CUIC000069109
Formicidae,25/02/1966,,,,United States,Washington,Pierce County,Parkland,Nearctic,CUIC000007492
Formicidae,25/02/1966,W. L. Brown,10.2090000000,-83.8160000000,Costa Rica,Limon,Canton de Pococi,Toro Amarillo River,Neotropical,CUIC000001328
Formicidae,25/02/1966,W. L. Brown,10.2090000000,-83.8160000000,Costa Rica,Limon,Canton de Pococi,Toro Amarillo River,Neotropical,CUIC000001434
Formicidae,25/02/1966,W. L. Brown,10.2090000000,-83.8160000000,Costa Rica,Limon,Canton de Pococi,Toro Amarillo River,Neotropical,CUIC000010598
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000002223
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000113960
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000113961
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000113962
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000113993
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000113994
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000113995
Formicidae,25/02/1966,W. L. Brown,10.2158780000,-83.7866090000,Costa Rica,Limon,Canton de Pococi,Rio Toro Amarillo near Guapiles,Neotropical,CUIC000114084
Formicidae,25/02/1966,WLBrown,10.2090000000,-83.8160000000,Costa Rica,Limon,Canton de Pococi,Toro Amarillo River,Neotropical,CUIC000001314
Formicidae,25/02/1966,WLBrown,10.2090000000,-83.8160000000,Costa Rica,Limon,Canton de Pococi,Toro Amarillo River,Neotropical,CUIC000001317
Formicidae,25/02/1982,H. T. Imai,,,Malaysia,Selangor,,Ulu Gombak,Indomalayan,CUIC000114022
Formicidae,25/03/2003,David Lohman and Road Eastwood,-30.4352800000,152.3225000000,Australia,New South Wales,Northern Tablelands,"Armidale Road, Ebor",Australasian,CUIC000007812
Formicidae,25/03/2003,"David Lohman, Rod Eastwood",-30.4352800000,152.3225000000,Australia,New South Wales,Northern Tablelands,"Ebor, Armindale Road",Australasian,CUIC000002059
Formicidae,25/03/2016,Corrie S. Moreau,4.0370200000,-52.6728400000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009150
Formicidae,25/03/2016,Corrie S. Moreau,4.0379000000,-52.6728000000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009089
Formicidae,25/03/2016,Corrie S. Moreau,4.0379000000,-52.6728000000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009152
Formicidae,25/03/2016,Corrie S. Moreau,4.0379000000,-52.6728000000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009155
Formicidae,25/03/2016,Corrie S. Moreau,4.0379000000,-52.6728000000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009156
Formicidae,25/03/2016,Corrie S. Moreau,4.0379000000,-52.6728000000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009157
Formicidae,25/03/2016,Corrie S. Moreau,4.0379000000,-52.6728000000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009158
Formicidae,25/03/2016,Corrie S. Moreau,4.0379200000,-52.6728400000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009151
Formicidae,25/03/2016,Corrie S. Moreau,4.0379200000,-52.6728400000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009153
Formicidae,25/03/2016,Corrie S. Moreau,4.0379200000,-52.6728400000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009154
Formicidae,25/03/2016,Corrie S. Moreau,4.0379200000,-52.6728400000,French Guiana,,,"Reserve des Nouragues, Aratoye River",Neotropical,CUIC000009159
Formicidae,25/04/1928,M. R. Smith,33.4548440000,-88.7886640000,United States,Mississippi,Oktibbeha County,Mississippi State University,Nearctic,CUIC000002249
Formicidae,25/04/1928,M. R. Smith,33.4548440000,-88.7886640000,United States,Mississippi,Oktibbeha County,Mississippi State University,Nearctic,CUIC000002302
Formicidae,25/04/1928,M. R. Smith,33.4548440000,-88.7886640000,United States,Mississippi,Oktibbeha County,Mississippi State University,Nearctic,CUIC000002303
Formicidae,25/04/1928,M. R. Smith,33.4548440000,-88.7886640000,United States,Mississippi,Oktibbeha County,Mississippi State University,Nearctic,CUIC000007777
Formicidae,25/04/1928,M. R. Smith,33.4548440000,-88.7886640000,United States,Mississippi,Oktibbeha County,Mississippi State University,Nearctic,CUIC000007778
Formicidae,25/04/1980,W. L. Brown Jr.,42.4908300000,-76.2975000000,United States,New York,Tompkins County,"Ringwood, Dryden",Nearctic,CUIC000001228
Formicidae,25/04/1991,M.  A. Deyrup,30.7243600000,-85.5296510000,United States,Florida,Washington County,Falling Water State Park,Nearctic,CUIC000056056
Formicidae,25/05/1924,J.C. Bradley,9.3360300000,-82.2408090000,Panama,Bocas del Toro,Distrito Changuinola,Bocas del Toro,Neotropical,CUIC000007515
Formicidae,25/05/1925,,,,United States,New Jersey,Cape May County,"Sea Isle Junction, Dennis",Nearctic,CUIC000010027
Formicidae,25/05/1935,,42.4406280000,-76.4966070000,United States,New York,Tompkins County,Ithaca,Nearctic,CUIC000007304
Formicidae,25/05/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007848
Formicidae,25/05/2005,J. K. Liebherr,22.1096670000,-159.5926670000,United States,Hawaii,Kauai County,Alakai Wilderness Pres. Mohihi Ridge Trail,Oceanian,CUIC000114138
Formicidae,25/05/2005,J. K. Liebherr,22.1096670000,-159.5926670000,United States,Hawaii,Kauai County,Alakai Wilderness Pres. Mohihi Ridge Trail,Oceanian,CUIC000114141
Formicidae,25/05/2005,J. K. Liebherr,22.1096670000,-159.5926670000,United States,Hawaii,Kauai County,Alakai Wilderness Pres. Mohihi Ridge Trail,Oceanian,CUIC000114144
Formicidae,25/05/2005,J. K. Liebherr,22.1096670000,-159.5926670000,United States,Hawaii,Kauai County,Alakai Wilderness Pres. Mohihi Ridge Trail,Oceanian,CUIC000114147
Formicidae,25/06/1873,,,,United States,Texas,Brewster County,NNW Marathon,Nearctic,CUIC000007245
Formicidae,25/06/1903,,,,United States,Arizona,Santa Cruz County,"Oslar, Nogales",Nearctic,CUIC000009666
Formicidae,25/06/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069225
Formicidae,25/06/1926,H. E. Guerlac,,,United States,New Jersey,Cumberland County,Vineland,Nearctic,CUIC000010719
Formicidae,25/06/1953,Bryant,,,United States,Arizona,Pima County,Tuscon,Nearctic,CUIC000009614
Formicidae,25/06/1968,A Francoeur,45.1075000000,-61.8422220000,Canada,Nova Scotia,Guysborough County,Port Hilford,Nearctic,CUIC000007557
Formicidae,25/06/1978,J. Salick,1.9197870000,-67.0603460000,Venezuela,Amazonas,,San Carlos de Rio Negro,Neotropical,CUIC000069251
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,Newfield Fischer Old-Growth Preserve Site 1,Nearctic,CUIC000010986
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 2",Nearctic,CUIC000007460
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 3",Nearctic,CUIC000001209
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 3",Nearctic,CUIC000001210
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 3",Nearctic,CUIC000001211
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 3",Nearctic,CUIC000001212
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 3",Nearctic,CUIC000001213
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007820
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007821
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007824
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007825
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007829
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007870
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007874
Formicidae,25/06/1999,J. K. Liebherr,,,United States,New York,Tompkins County,"Newfield, Fischer Old-Growth Preserve",Nearctic,CUIC000007875
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007372
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007454
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007455
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007456
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007457
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007458
Formicidae,25/06/1999,J. K. Liebherr,42.3824360000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 1",Nearctic,CUIC000007459
Formicidae,25/06/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007334
Formicidae,25/06/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007337
Formicidae,25/06/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007338
Formicidae,25/06/1999,J. K. Liebherr,42.3825950000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 5",Nearctic,CUIC000007339
Formicidae,25/06/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000001206
Formicidae,25/06/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000001207
Formicidae,25/06/1999,J. K. Liebherr,42.3826260000,-76.5703070000,United States,New York,Tompkins County,"Newfield Fischer Old-Growth Preserve, site 4",Nearctic,CUIC000001208
Formicidae,25/06/2009,C. S. Moreau,-15.5125000000,145.2363890000,Australia,State of Queensland,Cook,"Keating Lagoon Conservation Area, Highway 40, ~10 km S of Cooktown",Australasian,CUIC000115237
Formicidae,25/06/2009,C. S. Moreau,-15.5125000000,145.2363890000,Australia,State of Queensland,Cook,"Keating Lagoon Conservation Area, Highway 40, ~10 km S of Cooktown",Australasian,CUIC000115238
Formicidae,25/06/2009,C. S. Moreau,-15.5125000000,145.2363890000,Australia,State of Queensland,Cook,"Keating Lagoon Conservation Area, Highway 40, ~10 km S of Cooktown",Australasian,CUIC000115241
Formicidae,25/06/2009,C. S. Moreau,-15.5125000000,145.2363890000,Australia,State of Queensland,Cook,"Keating Lagoon Conservation Area, Highway 40, ~10 km S of Cooktown",Australasian,CUIC000115242
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,Catalina Mts,Nearctic,CUIC000007619
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Leatherwood Trail, Catalina Mountains",Nearctic,CUIC000010742
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007756
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007757
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007758
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007762
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007763
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007764
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007765
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007766
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007767
Formicidae,25/07/1917,,,,United States,Arizona,Pima County,"Mt. Lemon, Catalina Mts.",Nearctic,CUIC000007771
Formicidae,25/07/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069154
Formicidae,25/07/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069169
Formicidae,25/07/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069170
Formicidae,25/07/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069171
Formicidae,25/07/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069172
Formicidae,25/07/1920,,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069181
Formicidae,25/07/1920,Cornell University,-10.9451030000,-75.2239410000,Peru,Junin,Chanchamayo,"Perené, El Campamiento",Neotropical,CUIC000069193
Formicidae,25/07/2014,Corrie S. Moreau,4.7415000000,116.9719000000,Malaysia,Borneo,Sabah,"Maliau Basin field station, Belian trail",Indomalayan,CUIC000002043
Formicidae,25/07/2016,K. M. Baudier,10.8596700000,-85.6176300000,Costa Rica,Guanacaste,,Santa Rosa,Neotropical,CUIC000061916
Formicidae,25/08/1902,J. C. Bradley,,,United States,Illinois,Winnebago County,Rockford,Nearctic,CUIC000002293
Formicidae,25/08/1905,JC Bradley,50.7166670000,-121.2666670000,Canada,British Columbia,Thompson-Nicola Regional District,Ashcroft,Nearctic,CUIC000010349
Formicidae,25/08/1920,,6.9766670000,-71.4652780000,Colombia,Amazonas,La Chorrera,El Encanto,Neotropical,CUIC000008455
Formicidae,25/08/1926,G Fairchild,46.1000000000,-60.7500000000,Canada,Nova Scotia,Victoria County,"Baddeck, Cape Breton",Nearctic,CUIC000007551
Formicidae,25/08/1926,G Fairchild,46.1000000000,-60.7500000000,Canada,Nova Scotia,Victoria County,"Baddeck, Cape Breton",Nearctic,CUIC000007558
Formicidae,25/08/1937,,38.6147900000,-90.2150000000,United States,Missouri,Saint Louis County,St. Louis,Nearctic,CUIC000114818
Formicidae,25/08/1937,,38.6147900000,-90.2150000000,United States,Missouri,Saint Louis County,St. Louis,Nearctic,CUIC000114819
Formicidae,25/08/1966,W. L. Brown,,,United States,Virginia,Northhampton County,2km North Silver Beach,Nearctic,CUIC000010879
Formicidae,25/08/1966,W. L. Brown,,,United States,Virginia,Northhampton County,2km North Silver Beach,Nearctic,CUIC000010880
Formicidae,25/08/1966,W. L. Brown,37.5013090000,-75.9500000000,United States,Virginia,Northhampton County,"Northhampton County, 2 km North of Silver Beach",Nearctic,CUIC000001437
Formicidae,25/08/1972,C. Kugler,27.1814380000,-81.3520170000,United States,Florida,Highlands County,Archbold Biol. Sta.,Nearctic,CUIC000009483
Formicidae,25/08/1976,C. Kugler,,,United States,Florida,Highlands County,Archbold Station,Nearctic,CUIC000007800
Formicidae,25/08/1996,W. L. Brown,,,United States,Virginia,Northampton County,2 km north of Silver Beach,Nearctic,CUIC000007796
Formicidae,25/08/2005,Xavier Espadaler,41.3983710000,2.1741000000,Spain,Catalunya,Provincia de Barcelona,Barcelona,Palearctic,CUIC000008774
Formicidae,25/08/2007,C. S. Moreau,-17.1606500000,145.5596670000,Australia,State of Queensland,Cairns,"Danbulla National Park, Lake Tinaroo Falls Dam, Platypus Recreation Area",Australasian,CUIC000113930
Formicidae,25/08/2007,Corrie S. Moreau,-17.1606000000,145.5596670000,Australia,State of Queensland,Cairns,"Danbulla National Park, Lake Tinaroo Falls Dam, Platypus Recreation Area",Australasian,CUIC000069070
Formicidae,25/08/2009,C. S. Moreau,24.5528330000,-81.7675000000,United States,Florida,Monroe County,"Key West, beachfront",Nearctic,CUIC000114368
Formicidae,25/08/2009,C. S. Moreau,24.5528330000,-81.7675000000,United States,Florida,Monroe County,"Key West, beachfront",Nearctic,CUIC000114369
Formicidae,25/08/2009,C. S. Moreau,24.6415000000,-81.5726700000,United States,Florida,Monroe County,"Lower Sugarloaf Key, Highway 1 at Harris Channel Bridge",Nearctic,CUIC000114370
Formicidae,25/08/2009,C. S. Moreau,24.6415000000,-81.5726700000,United States,Florida,Monroe County,"Lower Sugarloaf Key, Highway 1 at Harris Channel Bridge",Nearctic,CUIC000114371
Formicidae,25/08/2009,C. S. Moreau,24.6701670000,-81.3518330000,United States,Florida,Monroe County,"Big Pine Key, Big Pine Motel, Hwy 1",Nearctic,CUIC000114366
Formicidae,25/08/2009,C. S. Moreau,24.6701670000,-81.3518330000,United States,Florida,Monroe County,"Big Pine Key, Big Pine Motel, Hwy 1",Nearctic,CUIC000114367
Formicidae,25/08/2009,Corrie Saux Moreau,24.5471700000,-81.8090000000,United States,Florida,Monroe County,"Key West, Fort Zachary Taylor State Park",Nearctic,CUIC000001354
Formicidae,25/08/2009,Corrie Saux Moreau,24.5471700000,-81.8090000000,United States,Florida,Monroe County,"Key West, Fort Zachary Taylor State Park",Nearctic,CUIC000001355
Formicidae,25/08/2009,Corrie Saux Moreau,24.5471700000,-81.8090000000,United States,Florida,Monroe County,"Key West, Fort Zachary Taylor State Park",Nearctic,CUIC000001356
Formicidae,25/08/2009,Corrie Saux Moreau,24.5471700000,-81.8090000000,United States,Florida,Monroe County,"Key West, Fort Zachary Taylor State Park",Nearctic,CUIC000001390
Formicidae,25/08/2009,Corrie Saux Moreau,24.5471700000,-81.8090000000,United States,Florida,Monroe County,"Key West, Ft. Zachary Taylor State Park",Nearctic,CUIC000001387
Formicidae,25/08/2009,Corrie Saux Moreau,24.5471700000,-81.8090000000,United States,Florida,Monroe County,"Key West, Ft. Zachary Taylor State Park",Nearctic,CUIC000001388
Formicidae,25/08/2009,Corrie Saux Moreau,24.5528300000,-81.7675000000,United States,Florida,Monroe County,"Key West, beachfront",Nearctic,CUIC000011381
Formicidae,25/08/2009,Corrie Saux Moreau,24.5528300000,-81.7675000000,United States,Florida,Monroe County,"Key West, beachfront",Nearctic,CUIC000011382
Formicidae,25/08/2009,Corrie Saux Moreau,24.5528333333,-81.7675000000,United States,Florida,Monroe County,Key West,Nearctic,CUIC000009434
Formicidae,25/08/2009,Corrie Saux Moreau,24.5528333333,-81.7675000000,United States,Florida,Monroe County,Key West,Nearctic,CUIC000009435
